,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_End,UTR_START,UTR_END
2436,NC_000964.3,2309730,2310419,+,BSU21980,ypdP,gene,,2309730,2310419,2309730,2310419,1,2309730,2310419,Y,,2310987,2310988,2310987
2437,NC_000964.3,2310419,2310817,+,BSU21990,ypdQ,gene,,2310419,2310817,2310419,2310817,1,2310419,2310817,Y,,2310987,2310988,2310987
2438,NC_000964.3,2310859,2310987,+,BSU22000,sspL,gene,,2310859,2310987,2310859,2310987,1,2310859,2310987,Y,,2310987,2310988,2310987
2453,NC_000964.3,2325854,2326681,+,BSU22130,kduI,gene,,2325854,2326681,2325854,2326681,1,2325854,2326681,Y,,2327447,2327448,2327447
2454,NC_000964.3,2326683,2327447,+,BSU22140,kduD,gene,,2326683,2327447,2326683,2327447,1,2326683,2327447,Y,,2327447,2327448,2327447
2457,NC_000964.3,2329870,2330022,+,BSU22169,ypzG,gene,,2329870,2330022,2329870,2330022,1,2329870,2330022,Y,,2330022,2330023,2335007
2465,NC_000964.3,2337577,2337996,+,BSU22240,ypqA,gene,,2337577,2337996,2337577,2337996,1,2337577,2337996,Y,,2337996,2337997,2337996
2467,NC_000964.3,2338582,2338770,+,BSU22260,yppF,gene,,2338582,2338770,2338582,2338770,1,2338582,2338770,Y,,2338770,2338771,2338829
2470,NC_000964.3,2339670,2339774,+,BSU22290,sspM,gene,,2339670,2339774,2339670,2339774,1,2339670,2339774,Y,,2339774,2339775,2339774
2472,NC_000964.3,2340802,2341422,+,BSU22310,recU,gene,,2340802,2341422,2340802,2341422,1,2340802,2341422,Y,,2344188,2344189,2344227
2473,NC_000964.3,2341444,2344188,+,BSU22320,ponA,gene,,2341444,2344188,2341444,2344188,1,2341444,2344188,Y,,2344188,2344189,2344227
2481,NC_000964.3,2349590,2349664,+,BSU_none_123,S849,ncRNA,,2349590,2349664,2349590,2349664,1,2349590,2349664,Y,,2349664,2349665,2349664
2493,NC_000964.3,2360630,2361502,+,BSU22510,ypjC,gene,,2360630,2361502,2360630,2361502,1,2360630,2361502,Y,,2361502,2361503,2391303
2532,NC_000964.3,2393422,2393559,+,BSU22869,ypzI,gene,,2393422,2393559,2393422,2393559,1,2393422,2393559,Y,,2393559,2393560,2393559
2542,NC_000964.3,2401843,2402036,+,BSU_none_126,S869,ncRNA,,2401843,2402036,2401843,2402036,1,2401843,2402036,Y,,2402036,2402037,2402036
2549,NC_000964.3,2406881,2407627,+,BSU_none_127,S871,ncRNA,,2406881,2407627,2406881,2407627,1,2406881,2407627,Y,,2407627,2407628,2407627
2552,NC_000964.3,2409729,2409977,+,BSU23040,fer,gene,,2409729,2409977,2409729,2409977,1,2409729,2409977,Y,,2409977,2409978,2410016
2555,NC_000964.3,2411086,2412663,+,BSU23070,serA,gene,,2411086,2412663,2411086,2412663,1,2411086,2412663,Y,,2412663,2412664,2412663
2559,NC_000964.3,2415264,2415371,+,BSU_none_128,S877,ncRNA,,2415264,2415371,2415264,2415371,1,2415264,2415371,Y,,2415371,2415372,2415371
2572,NC_000964.3,2426867,2427391,+,BSU23230,ypuF,gene,,2426867,2427391,2426867,2427391,1,2426867,2427391,Y,,2427391,2427392,2427391
2579,NC_000964.3,2432160,2433082,+,BSU_none_129,S882,ncRNA,,2432160,2433082,2432160,2433082,1,2432160,2433082,Y,,2433373,2433374,2433373
2581,NC_000964.3,2433137,2433373,+,BSU23320,ypzC,gene,,2433137,2433373,2433137,2433373,1,2433137,2433373,Y,,2433373,2433374,2433373
2583,NC_000964.3,2433788,2434859,+,BSU_none_130,S885,ncRNA,,2433788,2434859,2433788,2434859,1,2433788,2434859,Y,,2434859,2434860,2434859
2585,NC_000964.3,2435012,2435224,+,BSU23350,ypzD,gene,,2435012,2435224,2435012,2435224,1,2435012,2435224,Y,,2435224,2435225,2435224
2587,NC_000964.3,2436045,2436917,+,BSU23370,ypuA,gene,,2436045,2436917,2436045,2436917,1,2436045,2436917,Y,,2436917,2436918,2436917
2611,NC_000964.3,2456990,2457340,+,BSU23590,ansR,gene,,2456990,2457340,2456990,2457340,1,2456990,2457340,Y,,2457340,2457341,2457340
2614,NC_000964.3,2459141,2459263,+,BSU_none_27,S896,gene,,2459141,2459263,2459141,2459263,1,2459141,2459263,Y,,2460246,2460247,2460246
2615,NC_000964.3,2459326,2460246,+,BSU23620,yqkF,gene,,2459326,2460246,2459326,2460246,1,2459326,2460246,Y,,2460246,2460247,2460246
2617,NC_000964.3,2460664,2461581,+,BSU23640,yqkD,gene,,2460664,2461581,2460664,2461581,1,2460664,2461581,Y,,2461581,2461582,2461581
2625,NC_000964.3,2465966,2466172,+,BSU23720,yqzH,gene,,2465966,2466172,2465966,2466172,1,2465966,2466172,Y,,2466172,2466173,2466172
2626,NC_000964.3,2466721,2467953,+,BSU23730,yqjV,gene,,2466721,2467953,2466721,2467953,1,2466721,2467953,Y,,2468162,2468163,2468162
2627,NC_000964.3,2467971,2468162,+,BSU23740,yqjU,gene,,2467971,2468162,2467971,2468162,1,2467971,2468162,Y,,2468162,2468163,2468162
2633,NC_000964.3,2473151,2473987,+,BSU23800,proI,gene,,2473151,2473987,2473151,2473987,1,2473151,2473987,Y,,2473987,2473988,2473987
2635,NC_000964.3,2475843,2476859,+,BSU23820,yqjM,gene,,2475843,2476859,2475843,2476859,1,2475843,2476859,Y,,2476859,2476860,2476859
2636,NC_000964.3,2476969,2477730,+,BSU23830,yqjL,gene,,2476969,2477730,2476969,2477730,1,2476969,2477730,Y,,2477730,2477731,2477730
2639,NC_000964.3,2479156,2480625,+,BSU23850,zwf,gene,,2479156,2480625,2479156,2480625,1,2479156,2480625,Y,,2480625,2480626,2480625
2642,NC_000964.3,2483586,2483873,+,BSU23880,yqzJ,gene,,2483586,2483873,2483586,2483873,1,2483586,2483873,Y,,2484731,2484732,2484731
2643,NC_000964.3,2483904,2484731,+,BSU23890,yqjG,gene,,2483904,2484731,2483904,2484731,1,2483904,2484731,Y,,2484731,2484732,2484731
2644,NC_000964.3,2484911,2485639,+,BSU23900,yqjF,gene,,2484911,2485639,2484911,2485639,1,2484911,2485639,Y,,2485639,2485640,2485639
2648,NC_000964.3,2488841,2488933,+,BSU_none_28,S907,gene,,2488841,2488933,2488841,2488933,1,2488841,2488933,Y,,2488933,2488934,2488933
2655,NC_000964.3,2493662,2494555,+,BSU24000,bmrU,gene,,2493662,2494555,2493662,2494555,1,2493662,2494555,Y,,2494555,2494556,2494555
2656,NC_000964.3,2494656,2495825,+,BSU24010,bmr,gene,,2494656,2495825,2494656,2495825,1,2494656,2495825,Y,,2496734,2496735,2496734
2657,NC_000964.3,2495898,2496734,+,BSU24020,bmrR,gene,,2495898,2496734,2495898,2496734,1,2495898,2496734,Y,,2496734,2496735,2496734
2666,NC_000964.3,2507020,2507256,+,BSU24110,yqzF,gene,,2507020,2507256,2507020,2507256,1,2507020,2507256,Y,,2507256,2507257,2507256
2676,NC_000964.3,2516233,2516367,+,BSU_none_29,S911,gene,,2516233,2516367,2516233,2516367,1,2516233,2516367,Y,,2517558,2517559,2533313
2677,NC_000964.3,2516440,2517558,+,BSU24210,yqiG,gene,,2516440,2517558,2516440,2517558,1,2516440,2517558,Y,,2517558,2517559,2533313
2706,NC_000964.3,2541051,2542007,+,BSU24490,yqhQ,gene,,2541051,2542007,2541051,2542007,1,2541051,2542007,Y,,2542442,2542443,2542442
2707,NC_000964.3,2542047,2542442,+,BSU24500,yqhP,gene,,2542047,2542442,2542047,2542442,1,2542047,2542442,Y,,2542442,2542443,2542442
2711,NC_000964.3,2544995,2545375,+,BSU24540,yqhL,gene,,2544995,2545375,2544995,2545375,1,2544995,2545375,Y,,2545375,2545376,2545409
2715,NC_000964.3,2549775,2551448,+,BSU24580,yqhH,gene,,2549775,2551448,2549775,2551448,1,2549775,2551448,Y,,2552263,2552264,2552263
2716,NC_000964.3,2551469,2552263,+,BSU24590,yqhG,gene,,2551469,2552263,2551469,2552263,1,2551469,2552263,Y,,2552263,2552264,2552263
2717,NC_000964.3,2552446,2552619,+,BSU24600,sinI,gene,,2552446,2552619,2552446,2552619,1,2552446,2552619,Y,,2552988,2552989,2552988
2718,NC_000964.3,2552653,2552988,+,BSU24610,sinR,gene,,2552653,2552988,2552653,2552988,1,2552653,2552988,Y,,2552988,2552989,2552988
2722,NC_000964.3,2555519,2555845,+,BSU24650,yqzG,gene,,2555519,2555845,2555519,2555845,1,2555519,2555845,Y,,2555845,2555846,2555845
2732,NC_000964.3,2561585,2562913,+,BSU24750,yqhB,gene,,2561585,2562913,2561585,2562913,1,2561585,2562913,Y,,2562913,2562914,2562913
2734,NC_000964.3,2563889,2563959,+,BSU_TRNA_73,trnSL-Gln1,tRNA,,2563889,2563959,2563889,2563959,1,2563889,2563959,Y,,2563959,2563960,2563959
2736,NC_000964.3,2564638,2564883,+,BSU24780,yqgY,gene,,2564638,2564883,2564638,2564883,1,2564638,2564883,Y,,2564883,2564884,2564883
2738,NC_000964.3,2565715,2565888,+,BSU24800,yqgW,gene,,2565715,2565888,2565715,2565888,1,2565715,2565888,Y,,2565888,2565889,2565888
2743,NC_000964.3,2569624,2570653,+,BSU_none_133,S931,ncRNA,,2569624,2570653,2569624,2570653,1,2569624,2570653,Y,,2570653,2570654,2570653
2752,NC_000964.3,2576367,2576720,+,BSU24930,yqzD,gene,,2576367,2576720,2576367,2576720,1,2576367,2576720,Y,,2577181,2577182,2577211
2753,NC_000964.3,2576717,2577181,+,BSU24940,yqzC,gene,,2576717,2577181,2576717,2577181,1,2576717,2577181,Y,,2577181,2577182,2577211
2763,NC_000964.3,2586813,2587580,+,BSU25040,yqgB,gene,,2586813,2587580,2586813,2587580,1,2586813,2587580,Y,,2587580,2587581,2587580
2765,NC_000964.3,2588701,2589000,+,BSU25060,yqfZ,gene,,2588701,2589000,2588701,2589000,1,2588701,2589000,Y,,2589000,2589001,2589000
2766,NC_000964.3,2589123,2590256,+,BSU25070,ispG,gene,,2589123,2590256,2589123,2590256,1,2589123,2590256,Y,,2590256,2590257,2590280
2768,NC_000964.3,2590804,2591385,+,BSU25090,yqfW,gene,,2590804,2591385,2590804,2591385,1,2590804,2591385,Y,,2591385,2591386,2591385
2771,NC_000964.3,2593000,2593254,+,BSU25120,yqfT,gene,,2593000,2593254,2593000,2593254,1,2593000,2593254,Y,,2593254,2593255,2593254
2774,NC_000964.3,2595669,2596412,+,BSU25150,yqfQ,gene,,2595669,2596412,2595669,2596412,1,2595669,2596412,Y,,2596412,2596413,2596412
2775,NC_000964.3,2596535,2597479,+,BSU25160,ispH,gene,,2596535,2597479,2596535,2597479,1,2596535,2597479,Y,,2597479,2597480,2597479
2779,NC_000964.3,2600156,2602305,+,BSU_none_134,S951,ncRNA,,2600156,2602305,2600156,2602305,1,2600156,2602305,Y,,2602305,2602306,2602305
2782,NC_000964.3,2602979,2603275,+,BSU25220,antE,gene,,2602979,2603275,2602979,2603275,1,2602979,2603275,Y,,2603275,2603276,2603275
2789,NC_000964.3,2608912,2610324,+,BSU_none_135,S956,ncRNA,,2608912,2610324,2608912,2610324,1,2608912,2610324,Y,,2610324,2610325,2610324
2805,NC_000964.3,2620717,2621640,+,BSU25420,yqeW,gene,,2620717,2621640,2620717,2621640,1,2620717,2621640,Y,,2621640,2621641,2621640
2818,NC_000964.3,2635815,2636081,+,BSU25550,rpsT,gene,,2635815,2636081,2635815,2636081,1,2635815,2636081,Y,,2636081,2636082,2636119
2821,NC_000964.3,2637369,2637503,+,BSU25569,yqzM,gene,,2637369,2637503,2637369,2637503,1,2637369,2637503,Y,,2637503,2637504,2637543
2825,NC_000964.3,2641214,2642035,+,BSU25600,comER,gene,,2641214,2642035,2641214,2642035,1,2641214,2642035,Y,,2642035,2642036,2642035
2834,NC_000964.3,2647456,2647614,+,BSU25690,sda,gene,,2647456,2647614,2647456,2647614,1,2647456,2647614,Y,,2647614,2647615,2647614
2838,NC_000964.3,2649842,2650468,+,BSU25720,yqeD,gene,,2649842,2650468,2649842,2650468,1,2649842,2650468,Y,,2650468,2650469,2650468
2840,NC_000964.3,2651632,2652354,+,BSU25740,yqeB,gene,,2651632,2652354,2651632,2652354,1,2651632,2652354,Y,,2652354,2652355,2652354
2848,NC_000964.3,2659213,2660340,+,BSU25830,rapE,gene,,2659213,2660340,2659213,2660340,1,2659213,2660340,Y,,2660464,2660465,2660464
2849,NC_000964.3,2660330,2660464,+,BSU25840,phrE,gene,,2660330,2660464,2660330,2660464,1,2660330,2660464,Y,,2660464,2660465,2660464
2850,NC_000964.3,2660574,2660732,+,BSU25850,yqzI,gene,,2660574,2660732,2660574,2660732,1,2660574,2660732,Y,,2660732,2660733,2660732
2851,NC_000964.3,2661102,2662697,+,BSU25860,yqcG,gene,,2661102,2662697,2661102,2662697,1,2661102,2662697,Y,,2663290,2663291,2663290
2852,NC_000964.3,2662712,2663290,+,BSU25870,yqcF,gene,,2662712,2663290,2662712,2663290,1,2662712,2663290,Y,,2663290,2663291,2663290
2856,NC_000964.3,2664732,2666054,+,BSU_none_137,S975,ncRNA,,2664732,2666054,2664732,2666054,1,2664732,2666054,Y,,2666054,2666055,2666054
2870,NC_000964.3,2678240,2678419,+,BSU26050,yqdB,gene,,2678240,2678419,2678240,2678419,1,2678240,2678419,Y,,2678419,2678420,2678419
2873,NC_000964.3,2678805,2678888,+,BSU_none_31,S978,gene,,2678805,2678888,2678805,2678888,1,2678805,2678888,Y,,2678888,2678889,2678888
2891,NC_000964.3,2691642,2692571,+,BSU26230,yqaP,gene,,2691642,2692571,2691642,2692571,1,2691642,2692571,Y,,2692571,2692572,2697098
2904,NC_000964.3,2698893,2699243,+,BSU26350,yqaE,gene,,2698893,2699243,2698893,2699243,1,2698893,2699243,Y,,2699243,2699244,2699243
2907,NC_000964.3,2700838,2701356,+,BSU26380,yqaB,gene,,2700838,2701356,2700838,2701356,1,2700838,2701356,Y,,2701356,2701357,2701356
2912,NC_000964.3,2705398,2706615,+,BSU26440,yrkO,gene,,2705398,2706615,2705398,2706615,1,2705398,2706615,Y,,2706615,2706616,2706615
2913,NC_000964.3,2707127,2707684,+,BSU26450,yrkN,gene,,2707127,2707684,2707127,2707684,1,2707127,2707684,Y,,2707684,2707685,2707684
2926,NC_000964.3,2716973,2718175,+,BSU26590,blt,gene,,2716973,2718175,2716973,2718175,1,2716973,2718175,Y,,2718175,2718176,2718175
2927,NC_000964.3,2718344,2718802,+,BSU26600,bltD,gene,,2718344,2718802,2718344,2718802,1,2718344,2718802,Y,,2718802,2718803,2718802
2931,NC_000964.3,2721778,2722644,+,BSU26630,yrdQ,gene,,2721778,2722644,2721778,2722644,1,2721778,2722644,Y,,2722644,2722645,2723697
2935,NC_000964.3,2725837,2726727,+,BSU26670,gltR,gene,,2725837,2726727,2725837,2726727,1,2725837,2726727,Y,,2726727,2726728,2726727
2947,NC_000964.3,2736915,2737958,+,BSU26800,yrpB,gene,,2736915,2737958,2736915,2737958,1,2736915,2737958,Y,,2737958,2737959,2737958
2948,NC_000964.3,2738308,2739105,+,BSU26810,yrpC,gene,,2738308,2739105,2738308,2739105,1,2738308,2739105,Y,,2739105,2739106,2739105
2949,NC_000964.3,2739486,2740193,+,BSU26820,yrpD,gene,,2739486,2740193,2739486,2740193,1,2739486,2740193,Y,,2740193,2740194,2740193
2950,NC_000964.3,2740517,2740678,+,BSU_none_33,S1008,gene,,2740517,2740678,2740517,2740678,1,2740517,2740678,Y,,2740846,2740847,2740846
2951,NC_000964.3,2740769,2740846,+,BSU_none_34,S1009,gene,,2740769,2740846,2740769,2740846,1,2740769,2740846,Y,,2740846,2740847,2740846
2954,NC_000964.3,2742909,2743889,+,BSU26850,yrpG,gene,,2742909,2743889,2742909,2743889,1,2742909,2743889,Y,,2743889,2743890,2743889
2957,NC_000964.3,2746608,2747711,+,BSU26880,yraM,gene,,2746608,2747711,2746608,2747711,1,2746608,2747711,Y,,2747711,2747712,2747711
2959,NC_000964.3,2749090,2749173,+,BSU_none_35,S1013,gene,,2749090,2749173,2749090,2749173,1,2749090,2749173,Y,,2749523,2749524,2749523
2960,NC_000964.3,2749260,2749523,+,BSU26900,yraL,gene,,2749260,2749523,2749260,2749523,1,2749260,2749523,Y,,2749523,2749524,2749523
2961,NC_000964.3,2749660,2750475,+,BSU26910,yraK,gene,,2749660,2750475,2749660,2750475,1,2749660,2750475,Y,,2750475,2750476,2750475
2965,NC_000964.3,2752802,2753047,+,BSU26950,yraG,gene,,2752802,2753047,2752802,2753047,1,2752802,2753047,Y,,2755119,2755120,2755119
2966,NC_000964.3,2753065,2753433,+,BSU26960,yraF,gene,,2753065,2753433,2753065,2753433,1,2753065,2753433,Y,,2755119,2755120,2755119
2967,NC_000964.3,2753452,2754588,+,BSU26970,adhB,gene,,2753452,2754588,2753452,2754588,1,2753452,2754588,Y,,2755119,2755120,2755119
2968,NC_000964.3,2754607,2754804,+,BSU26980,yraE,gene,,2754607,2754804,2754607,2754804,1,2754607,2754804,Y,,2755119,2755120,2755119
2969,NC_000964.3,2754820,2755119,+,BSU26990,yraD,gene,,2754820,2755119,2754820,2755119,1,2754820,2755119,Y,,2755119,2755120,2755119
2971,NC_000964.3,2756312,2757361,+,BSU27010,adhA,gene,,2756312,2757361,2756312,2757361,1,2756312,2757361,Y,,2757361,2757362,2757361
2972,NC_000964.3,2757492,2758001,+,BSU27020,yraA,gene,,2757492,2758001,2757492,2758001,1,2757492,2758001,Y,,2758001,2758002,2758039
2979,NC_000964.3,2766558,2767946,+,BSU27090,aapA,gene,,2766558,2767946,2766558,2767946,1,2766558,2767946,Y,,2767946,2767947,2767946
2981,NC_000964.3,2768827,2769654,+,BSU27110,yrhO,gene,,2768827,2769654,2768827,2769654,1,2768827,2769654,Y,,2769654,2769655,2769654
2982,NC_000964.3,2769850,2770350,+,BSU27120,sigV,gene,,2769850,2770350,2769850,2770350,1,2769850,2770350,Y,,2771207,2771208,2771207
2983,NC_000964.3,2770350,2771207,+,BSU27130,rsiV,gene,,2770350,2771207,2770350,2771207,1,2770350,2771207,Y,,2771207,2771208,2771207
2984,NC_000964.3,2771318,2773222,+,BSU27140,oatA,gene,,2771318,2773222,2771318,2773222,1,2771318,2773222,Y,,2773222,2773223,2773222
2985,NC_000964.3,2773356,2773646,+,BSU27150,yrhK,gene,,2773356,2773646,2773356,2773646,1,2773356,2773646,Y,,2773646,2773647,2773646
2986,NC_000964.3,2773764,2773889,+,BSU_none_140,S1022,ncRNA,,2773764,2773889,2773764,2773889,1,2773764,2773889,Y,,2773889,2773890,2781171
2998,NC_000964.3,2781209,2784151,+,BSU27220,yrhE,gene,,2781209,2784151,2781209,2784151,1,2781209,2784151,Y,,2784652,2784653,2784689
2999,NC_000964.3,2784170,2784652,+,BSU27230,yrhD,gene,,2784170,2784652,2784170,2784652,1,2784170,2784652,Y,,2784652,2784653,2784689
3005,NC_000964.3,2788680,2788883,+,BSU27290,yrzA,gene,,2788680,2788883,2788680,2788883,1,2788680,2788883,Y,,2788883,2788884,2796348
3017,NC_000964.3,2798008,2799197,+,BSU_none_143,S1038,ncRNA,,2798008,2799197,2798008,2799197,1,2798008,2799197,Y,,2799197,2799198,2799197
3021,NC_000964.3,2802358,2803086,+,BSU27430,glnQ,gene,,2802358,2803086,2802358,2803086,1,2802358,2803086,Y,,2805313,2805314,2805313
3022,NC_000964.3,2803108,2803929,+,BSU27440,glnH,gene,,2803108,2803929,2803108,2803929,1,2803108,2803929,Y,,2805313,2805314,2805313
3023,NC_000964.3,2803990,2804640,+,BSU27450,glnM,gene,,2803990,2804640,2803990,2804640,1,2803990,2804640,Y,,2805313,2805314,2805313
3024,NC_000964.3,2804657,2805313,+,BSU27460,glnP,gene,,2804657,2805313,2804657,2805313,1,2804657,2805313,Y,,2805313,2805314,2805313
3029,NC_000964.3,2806566,2806915,+,BSU_none_144,S1042,ncRNA,,2806566,2806915,2806566,2806915,1,2806566,2806915,Y,,2806915,2806916,2806915
3034,NC_000964.3,2812336,2813601,+,BSU27530,yrvN,gene,,2812336,2813601,2812336,2813601,1,2812336,2813601,Y,,2813601,2813602,2813601
3040,NC_000964.3,2818494,2820050,+,BSU27580,yrvJ,gene,,2818494,2820050,2818494,2820050,1,2818494,2820050,Y,,2820050,2820051,2820050
3049,NC_000964.3,2829564,2831120,+,BSU27670,spoVB,gene,,2829564,2831120,2829564,2831120,1,2829564,2831120,Y,,2831120,2831121,2831120
3051,NC_000964.3,2831915,2832367,+,BSU27690,yrzE,gene,,2831915,2832367,2831915,2832367,1,2831915,2832367,Y,,2832367,2832368,2832367
3061,NC_000964.3,2840110,2840757,+,BSU27785,yrzF,gene,,2840110,2840757,2840110,2840757,1,2840110,2840757,Y,,2840757,2840758,2840757
3063,NC_000964.3,2841169,2841300,+,BSU27800,yrzH,gene,,2841169,2841300,2841169,2841300,1,2841169,2841300,Y,,2841447,2841448,2841447
3064,NC_000964.3,2841307,2841447,+,BSU27809,yrzT,gene,,2841307,2841447,2841307,2841447,1,2841307,2841447,Y,,2841447,2841448,2841447
3065,NC_000964.3,2841611,2843065,+,BSU27810,yrbD,gene,,2841611,2843065,2841611,2843065,1,2841611,2843065,Y,,2843065,2843066,2843065
3072,NC_000964.3,2849569,2850756,+,BSU27880,nifS,gene,,2849569,2850756,2849569,2850756,1,2849569,2850756,Y,,2851258,2851259,2851258
3073,NC_000964.3,2850716,2851258,+,BSU27890,nadR,gene,,2850716,2851258,2850716,2851258,1,2850716,2851258,Y,,2851258,2851259,2851258
3095,NC_000964.3,2869754,2869945,+,BSU28099,yszA,gene,,2869754,2869945,2869754,2869945,1,2869754,2869945,Y,,2869945,2869946,2869945
3104,NC_000964.3,2879363,2879860,+,BSU28180,ysxD,gene,,2879363,2879860,2879363,2879860,1,2879363,2879860,Y,,2879860,2879861,2879860
3115,NC_000964.3,2892550,2894991,+,BSU_none_145,S1070,ncRNA,,2892550,2894991,2892550,2894991,1,2892550,2894991,Y,,2894991,2894992,2894991
3119,NC_000964.3,2897788,2898123,+,BSU28320,ysnD,gene,,2897788,2898123,2897788,2898123,1,2897788,2898123,Y,,2898123,2898124,2898123
3120,NC_000964.3,2898292,2898747,+,BSU28330,ysnE,gene,,2898292,2898747,2898292,2898747,1,2898292,2898747,Y,,2898747,2898748,2898747
3121,NC_000964.3,2898931,2899752,+,BSU28340,ysnF,gene,,2898931,2899752,2898931,2899752,1,2898931,2899752,Y,,2899752,2899753,2899752
3134,NC_000964.3,2909030,2909476,+,BSU28460,yslB,gene,,2909030,2909476,2909030,2909476,1,2909030,2909476,Y,,2909476,2909477,2909514
3150,NC_000964.3,2926031,2926972,+,BSU28620,rnhC,gene,,2926031,2926972,2926031,2926972,1,2926031,2926972,Y,,2926972,2926973,2926972
3154,NC_000964.3,2930783,2931047,+,BSU_none_146,S1082,ncRNA,,2930783,2931047,2930783,2931047,1,2930783,2931047,Y,,2931047,2931048,2931047
3156,NC_000964.3,2931692,2931907,+,BSU28660,sspI,gene,,2931692,2931907,2931692,2931907,1,2931692,2931907,Y,,2933082,2933083,2933082
3158,NC_000964.3,2931976,2933082,+,BSU28670,ysfB,gene,,2931976,2933082,2931976,2933082,1,2931976,2933082,Y,,2933082,2933083,2933082
3159,NC_000964.3,2933185,2934597,+,BSU28680,glcD,gene,,2933185,2934597,2933185,2934597,1,2933185,2934597,Y,,2935928,2935929,2935928
3160,NC_000964.3,2934594,2935928,+,BSU28690,glcF,gene,,2934594,2935928,2934594,2935928,1,2934594,2935928,Y,,2935928,2935929,2935928
3174,NC_000964.3,2951490,2951882,+,BSU28830,ysdB,gene,,2951490,2951882,2951490,2951882,1,2951490,2951882,Y,,2951882,2951883,2951882
3180,NC_000964.3,2953795,2954460,+,BSU28890,yscB,gene,,2953795,2954460,2953795,2954460,1,2953795,2954460,Y,,2954460,2954461,2954460
3185,NC_000964.3,2958434,2959216,+,BSU28940,ysaA,gene,,2958434,2959216,2958434,2959216,1,2958434,2959216,Y,,2959216,2959217,2959216
3195,NC_000964.3,2968824,2970014,+,BSU29040,ytbD,gene,,2968824,2970014,2968824,2970014,1,2968824,2970014,Y,,2970880,2970881,2970880
3196,NC_000964.3,2970038,2970880,+,BSU29050,ytbE,gene,,2970038,2970880,2970038,2970880,1,2970038,2970880,Y,,2970880,2970881,2970880
3207,NC_000964.3,2983164,2984279,+,BSU29160,ytvI,gene,,2983164,2984279,2983164,2984279,1,2983164,2984279,Y,,2984279,2984280,2984279
3213,NC_000964.3,2989552,2990726,+,BSU_none_148,S1105,ncRNA,,2989552,2990726,2989552,2990726,1,2989552,2990726,Y,,2990726,2990727,2990726
3216,NC_000964.3,2994756,2995097,+,BSU29239,ytrH,gene,,2994756,2995097,2994756,2995097,1,2994756,2995097,Y,,2995597,2995598,2995597
3217,NC_000964.3,2995067,2995597,+,BSU29240,ytrI,gene,,2995067,2995597,2995067,2995597,1,2995067,2995597,Y,,2995597,2995598,2995597
3218,NC_000964.3,2995699,2995890,+,BSU29249,ytzJ,gene,,2995699,2995890,2995699,2995890,1,2995699,2995890,Y,,2995890,2995891,2995890
3220,NC_000964.3,2996980,2997282,+,BSU29260,ytpI,gene,,2996980,2997282,2996980,2997282,1,2996980,2997282,Y,,2997282,2997283,2997282
3234,NC_000964.3,3008938,3009864,+,BSU29400,ytlI,gene,,3008938,3009864,3008938,3009864,1,3008938,3009864,Y,,3009864,3009865,3009864
3248,NC_000964.3,3021233,3022036,+,BSU29540,ytdI,gene,,3021233,3022036,3021233,3022036,1,3021233,3022036,Y,,3022036,3022037,3022036
3254,NC_000964.3,3028297,3029634,+,BSU29600,braB,gene,,3028297,3029634,3028297,3029634,1,3028297,3029634,Y,,3029634,3029635,3029634
3256,NC_000964.3,3031614,3032420,+,BSU29620,hisJ,gene,,3031614,3032420,3031614,3032420,1,3031614,3032420,Y,,3032420,3032421,3032420
3258,NC_000964.3,3033167,3033658,+,BSU29640,ytsP,gene,,3033167,3033658,3033167,3033658,1,3033167,3033658,Y,,3033658,3033659,3033698
3260,NC_000964.3,3035546,3035729,+,Leader_rpsD,rpsD_leader,riboswitch,,3035546,3035729,3035546,3035729,1,3035546,3035729,Y,,3036332,3036333,3036374
3261,NC_000964.3,3035730,3036332,+,BSU29660,rpsD,gene,,3035730,3036332,3035730,3036332,1,3035730,3036332,Y,,3036332,3036333,3036374
3267,NC_000964.3,3040092,3040724,+,BSU29690,acuA,gene,,3040092,3040724,3040092,3040724,1,3040092,3040724,Y,,3042555,3042556,3050493
3268,NC_000964.3,3040751,3041395,+,BSU29700,acuB,gene,,3040751,3041395,3040751,3041395,1,3040751,3041395,Y,,3042555,3042556,3050493
3269,NC_000964.3,3041392,3042555,+,BSU29710,acuC,gene,,3041392,3042555,3041392,3042555,1,3041392,3042555,Y,,3042555,3042556,3050493
3282,NC_000964.3,3054746,3055192,+,BSU29850,ytoQ,gene,,3054746,3055192,3054746,3055192,1,3054746,3055192,Y,,3055192,3055193,3055192
3284,NC_000964.3,3056479,3056796,+,BSU29870,ytzB,gene,,3056479,3056796,3056479,3056796,1,3056479,3056796,Y,,3056796,3056797,3056796
3288,NC_000964.3,3060395,3060673,+,BSU29910,ytzH,gene,,3060395,3060673,3060395,3060673,1,3060395,3060673,Y,,3060673,3060674,3060673
3294,NC_000964.3,3066451,3067386,+,BSU29970,ytkP,gene,,3066451,3067386,3066451,3067386,1,3066451,3067386,Y,,3067386,3067387,3067386
3296,NC_000964.3,3068908,3070206,+,BSU29990,pbuO,gene,,3068908,3070206,3068908,3070206,1,3068908,3070206,Y,,3070206,3070207,3070206
