,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_Start,UTR_START,UTR_END
3954,NC_000964.3,3708172,3708699,-,BSU35990,ywrO,gene,,3708172,3708699,3708172,3708699,1,3708172,3708699,Y,,3708172,3708171,3708172
3955,NC_000964.3,3708799,3709566,-,BSU36000,alsD,gene,,3708799,3709566,3708799,3709566,1,3708799,3709566,Y,,3708799,3708798,3708799
3956,NC_000964.3,3709628,3711340,-,BSU36010,alsS,gene,,3709628,3711340,3709628,3711340,1,3709628,3711340,Y,,3708799,3708798,3708799
3959,NC_000964.3,3714002,3714679,-,BSU36040,ywrJ,gene,,3714002,3714679,3714002,3714679,1,3714002,3714679,Y,,3714002,3714001,3714002
3960,NC_000964.3,3714739,3715881,-,BSU36050,cotB,gene,,3714739,3715881,3714739,3715881,1,3714739,3715881,Y,,3714002,3714001,3714002
3961,NC_000964.3,3716009,3717097,-,BSU36060,cotH,gene,,3716009,3717097,3716009,3717097,1,3716009,3717097,Y,,3716009,3716008,3716009
3963,NC_000964.3,3717709,3717906,-,BSU_none_171,S1388,ncRNA,,3717709,3717906,3717709,3717906,1,3717709,3717906,Y,,3717709,3717708,3717709
3966,NC_000964.3,3719134,3720711,-,BSU36100,ywrD,gene,,3719134,3720711,3719134,3720711,1,3719134,3720711,Y,,3719134,3719133,3719134
3970,NC_000964.3,3722568,3722789,-,BSU36140,ywqO,gene,,3722568,3722789,3722568,3722789,1,3722568,3722789,Y,,3722568,3722567,3722568
3971,NC_000964.3,3722786,3723331,-,BSU36150,ywqN,gene,,3722786,3723331,3722786,3723331,1,3722786,3723331,Y,,3722568,3722567,3722568
3973,NC_000964.3,3724420,3725136,-,BSU36170,ywqL,gene,,3724420,3725136,3724420,3725136,1,3724420,3725136,Y,,3724420,3724419,3724420
3974,NC_000964.3,3725146,3725610,-,BSU36180,ywqK,gene,,3725146,3725610,3725146,3725610,1,3725146,3725610,Y,,3724420,3724419,3724420
3975,NC_000964.3,3725600,3727408,-,BSU36190,ywqJ,gene,,3725600,3727408,3725600,3727408,1,3725600,3727408,Y,,3724420,3724419,3724420
3976,NC_000964.3,3727427,3727687,-,BSU36200,ywqI,gene,,3727427,3727687,3727427,3727687,1,3727427,3727687,Y,,3724420,3724419,3724420
3977,NC_000964.3,3727697,3728119,-,BSU36210,ywqH,gene,,3727697,3728119,3727697,3728119,1,3727697,3728119,Y,,3724420,3724419,3724420
3978,NC_000964.3,3728511,3729296,-,BSU36220,ywqG,gene,,3728511,3729296,3728511,3729296,1,3728511,3729296,Y,,3728511,3728510,3728511
3979,NC_000964.3,3729488,3730810,-,BSU36230,ywqF,gene,,3729488,3730810,3729488,3730810,1,3729488,3730810,Y,,3729488,3729487,3729488
3980,NC_000964.3,3731005,3731769,-,BSU36240,ywqE,gene,,3731005,3731769,3731005,3731769,1,3731005,3731769,Y,,3731005,3731004,3731005
3981,NC_000964.3,3731822,3732535,-,BSU36250,ptkA,gene,,3731822,3732535,3731822,3732535,1,3731822,3732535,Y,,3731005,3731004,3731005
3982,NC_000964.3,3732525,3733271,-,BSU36260,ywqC,gene,,3732525,3733271,3732525,3733271,1,3732525,3733271,Y,,3731005,3731004,3731005
3983,NC_000964.3,3733505,3733648,-,BSU36269,ywzD,gene,,3733505,3733648,3733505,3733648,1,3733505,3733648,Y,,3733505,3733504,3733477
3986,NC_000964.3,3738343,3739200,-,BSU36290,ywpJ,gene,,3738343,3739200,3738343,3739200,1,3738343,3739200,Y,,3738343,3738342,3738343
3987,NC_000964.3,3739206,3739982,-,BSU36300,glcR,gene,,3739206,3739982,3739206,3739982,1,3739206,3739982,Y,,3738343,3738342,3738343
3988,NC_000964.3,3740206,3740547,-,BSU36310,ssbB,gene,,3740206,3740547,3740206,3740547,1,3740206,3740547,Y,,3740206,3740205,3740206
3989,NC_000964.3,3740624,3741007,-,BSU36320,ywpG,gene,,3740624,3741007,3740624,3741007,1,3740624,3741007,Y,,3740206,3740205,3740206
3991,NC_000964.3,3741732,3742040,-,BSU36340,ywpE,gene,,3741732,3742040,3741732,3742040,1,3741732,3742040,Y,,3741732,3741731,3741732
3993,NC_000964.3,3743267,3743659,-,BSU36360,mscL,gene,,3743267,3743659,3743267,3743659,1,3743267,3743659,Y,,3743267,3743266,3743267
3994,NC_000964.3,3743732,3744157,-,BSU36370,fabZ,gene,,3743732,3744157,3743732,3744157,1,3743732,3744157,Y,,3743267,3743266,3743267
3996,NC_000964.3,3745436,3746245,-,BSU36390,flhP,gene,,3745436,3746245,3745436,3746245,1,3745436,3746245,Y,,3745436,3745435,3745363
3997,NC_000964.3,3746279,3747091,-,BSU36400,flhO,gene,,3746279,3747091,3746279,3747091,1,3746279,3747091,Y,,3745436,3745435,3745363
3998,NC_000964.3,3747254,3748255,-,BSU36410,mbl,gene,,3747254,3748255,3747254,3748255,1,3747254,3748255,Y,,3747254,3747253,3747215
3999,NC_000964.3,3748421,3748702,-,BSU36420,spoIIID,gene,,3748421,3748702,3748421,3748702,1,3748421,3748702,Y,,3748421,3748420,3748421
4000,NC_000964.3,3748717,3748827,-,BSU36430,usd,gene,,3748717,3748827,3748717,3748827,1,3748717,3748827,Y,,3748421,3748420,3748421
4003,NC_000964.3,3750768,3752174,-,BSU36460,ywoF,gene,,3750768,3752174,3750768,3752174,1,3750768,3752174,Y,,3750768,3750767,3750768
4004,NC_000964.3,3752280,3753752,-,BSU36470,pucI,gene,,3752280,3753752,3752280,3753752,1,3752280,3753752,Y,,3752280,3752279,3752280
4005,NC_000964.3,3753933,3755291,-,BSU36480,ywoD,gene,,3753933,3755291,3753933,3755291,1,3753933,3755291,Y,,3753933,3753932,3753933
4006,NC_000964.3,3755291,3755860,-,BSU36490,ywoC,gene,,3755291,3755860,3755291,3755860,1,3755291,3755860,Y,,3753933,3753932,3753933
4007,NC_000964.3,3756044,3756508,-,BSU36500,ywoB,gene,,3756044,3756508,3756044,3756508,1,3756044,3756508,Y,,3756044,3756043,3756044
4011,NC_000964.3,3759169,3759591,-,BSU36540,ywnJ,gene,,3759169,3759591,3759169,3759591,1,3759169,3759591,Y,,3759169,3759168,3759169
4012,NC_000964.3,3759702,3760553,-,BSU36550,spoIIQ,gene,,3759702,3760553,3759702,3760553,1,3759702,3760553,Y,,3759702,3759701,3759702
4015,NC_000964.3,3761987,3762421,-,BSU36580,ywnF,gene,,3761987,3762421,3761987,3762421,1,3761987,3762421,Y,,3761987,3761986,3761987
4017,NC_000964.3,3764133,3764906,-,BSU36600,mta,gene,,3764133,3764906,3764133,3764906,1,3764133,3764906,Y,,3764133,3764132,3764133
4019,NC_000964.3,3765469,3766110,-,BSU36620,ywnB,gene,,3765469,3766110,3765469,3766110,1,3765469,3766110,Y,,3765469,3765468,3765469
4020,NC_000964.3,3766178,3766579,-,BSU36630,ywnA,gene,,3766178,3766579,3766178,3766579,1,3766178,3766579,Y,,3765469,3765468,3765469
4021,NC_000964.3,3766714,3768423,-,BSU36640,ureC,gene,,3766714,3768423,3766714,3768423,1,3766714,3768423,Y,,3766714,3766713,3766714
4022,NC_000964.3,3768420,3768794,-,BSU36650,ureB,gene,,3768420,3768794,3768420,3768794,1,3768420,3768794,Y,,3766714,3766713,3766714
4023,NC_000964.3,3768791,3769108,-,BSU36660,ureA,gene,,3768791,3769108,3768791,3769108,1,3768791,3769108,Y,,3766714,3766713,3766714
4024,NC_000964.3,3770104,3770292,-,BSU36670,csbD,gene,,3770104,3770292,3770104,3770292,1,3770104,3770292,Y,,3770104,3770103,3770104
4025,NC_000964.3,3770365,3770865,-,BSU36680,ywmF,gene,,3770365,3770865,3770365,3770865,1,3770365,3770865,Y,,3770104,3770103,3770104
4026,NC_000964.3,3771000,3772133,-,BSU36690,rapB,gene,,3771000,3772133,3771000,3772133,1,3771000,3772133,Y,,3771000,3770999,3771000
4027,NC_000964.3,3772325,3773350,-,BSU36700,moaA,gene,,3772325,3773350,3772325,3773350,1,3772325,3773350,Y,,3772325,3772324,3772325
4028,NC_000964.3,3773366,3774154,-,BSU36710,fdhD,gene,,3773366,3774154,3773366,3774154,1,3773366,3774154,Y,,3772325,3772324,3772325
4029,NC_000964.3,3774400,3774561,-,BSU36720,ywmE,gene,,3774400,3774561,3774400,3774561,1,3774400,3774561,Y,,3774400,3774399,3774400
4030,NC_000964.3,3774655,3775329,-,BSU36730,ywmD,gene,,3774655,3775329,3774655,3775329,1,3774655,3775329,Y,,3774400,3774399,3774400
4031,NC_000964.3,3775653,3776336,-,BSU36740,ywmC,gene,,3775653,3776336,3775653,3776336,1,3775653,3776336,Y,,3775653,3775652,3775653
4032,NC_000964.3,3776722,3777753,-,BSU36750,spoIID,gene,,3776722,3777753,3776722,3777753,1,3776722,3777753,Y,,3776722,3776721,3776722
4033,NC_000964.3,3777949,3779259,-,BSU36760,murAA,gene,,3777949,3779259,3777949,3779259,1,3777949,3779259,Y,,3777949,3777948,3777903
4034,NC_000964.3,3779293,3780033,-,BSU36770,ywmB,gene,,3779293,3780033,3779293,3780033,1,3779293,3780033,Y,,3777949,3777948,3777903
4035,NC_000964.3,3780162,3780392,-,BSU36780,ywzB,gene,,3780162,3780392,3780162,3780392,1,3780162,3780392,Y,,3780162,3780161,3780162
4037,NC_000964.3,3781069,3781467,-,BSU36800,atpC,gene,,3781069,3781467,3781069,3781467,1,3781069,3781467,Y,,3781069,3781068,3781033
4038,NC_000964.3,3781491,3782912,-,BSU36810,atpD,gene,,3781491,3782912,3781491,3782912,1,3781491,3782912,Y,,3781069,3781068,3781033
4039,NC_000964.3,3782938,3783801,-,BSU36820,atpG,gene,,3782938,3783801,3782938,3783801,1,3782938,3783801,Y,,3781069,3781068,3781033
4040,NC_000964.3,3783878,3785386,-,BSU36830,atpA,gene,,3783878,3785386,3783878,3785386,1,3783878,3785386,Y,,3781069,3781068,3781033
4041,NC_000964.3,3785403,3785948,-,BSU36840,atpH,gene,,3785403,3785948,3785403,3785948,1,3785403,3785948,Y,,3781069,3781068,3781033
4042,NC_000964.3,3785945,3786457,-,BSU36850,atpF,gene,,3785945,3786457,3785945,3786457,1,3785945,3786457,Y,,3781069,3781068,3781033
4043,NC_000964.3,3786620,3786832,-,BSU36860,atpE,gene,,3786620,3786832,3786620,3786832,1,3786620,3786832,Y,,3786620,3786619,3786554
4044,NC_000964.3,3786878,3787612,-,BSU36870,atpB,gene,,3786878,3787612,3786878,3787612,1,3786878,3787612,Y,,3786620,3786619,3786554
4045,NC_000964.3,3787620,3788003,-,BSU36880,atpI,gene,,3787620,3788003,3787620,3788003,1,3787620,3788003,Y,,3786620,3786619,3786554
4046,NC_000964.3,3788426,3789055,-,BSU36890,upp,gene,,3788426,3789055,3788426,3789055,1,3788426,3789055,Y,,3788426,3788425,3788391
4047,NC_000964.3,3789190,3790437,-,BSU36900,glyA,gene,,3789190,3790437,3789190,3790437,1,3789190,3790437,Y,,3789190,3789189,3789147
4048,NC_000964.3,3790644,3791186,-,BSU36910,ywlG,gene,,3790644,3791186,3790644,3791186,1,3790644,3791186,Y,,3790644,3790643,3790644
4049,NC_000964.3,3791199,3791648,-,BSU36920,ywlF,gene,,3791199,3791648,3791199,3791648,1,3791199,3791648,Y,,3790644,3790643,3790644
4050,NC_000964.3,3791805,3792257,-,BSU36930,ywlE,gene,,3791805,3792257,3791805,3792257,1,3791805,3792257,Y,,3791805,3791804,3791805
4051,NC_000964.3,3792333,3792890,-,BSU36940,ywlD,gene,,3792333,3792890,3792333,3792890,1,3792333,3792890,Y,,3791805,3791804,3791805
4052,NC_000964.3,3792969,3794009,-,BSU36950,ywlC,gene,,3792969,3794009,3792969,3794009,1,3792969,3794009,Y,,3791805,3791804,3791805
4053,NC_000964.3,3794166,3794609,-,BSU36960,ywlB,gene,,3794166,3794609,3794166,3794609,1,3794166,3794609,Y,,3794166,3794165,3794166
4054,NC_000964.3,3794676,3795350,-,BSU36970,spoIIR,gene,,3794676,3795350,3794676,3795350,1,3794676,3795350,Y,,3794166,3794165,3794166
4056,NC_000964.3,3795870,3796157,-,BSU36990,ywkF,gene,,3795870,3796157,3795870,3796157,1,3795870,3796157,Y,,3795870,3795869,3795870
4057,NC_000964.3,3796217,3797083,-,BSU37000,prmC,gene,,3796217,3797083,3796217,3797083,1,3796217,3797083,Y,,3795870,3795869,3795870
4058,NC_000964.3,3797085,3798155,-,BSU37010,prfA,gene,,3797085,3798155,3797085,3798155,1,3797085,3798155,Y,,3795870,3795869,3795870
4061,NC_000964.3,3799377,3800336,-,BSU37040,ywkB,gene,,3799377,3800336,3799377,3800336,1,3799377,3800336,Y,,3799377,3799376,3799377
4062,NC_000964.3,3800418,3802166,-,BSU37050,ywkA,gene,,3800418,3802166,3800418,3802166,1,3800418,3802166,Y,,3799377,3799376,3799377
4063,NC_000964.3,3802405,3802992,-,BSU37060,tdk,gene,,3802405,3802992,3802405,3802992,1,3802405,3802992,Y,,3802405,3802404,3802405
4064,NC_000964.3,3803081,3803281,-,BSU37070,rpmE,gene,,3803081,3803281,3803081,3803281,1,3803081,3803281,Y,,3802405,3802404,3802405
4065,NC_000964.3,3803400,3804683,-,BSU37080,rho,gene,,3803400,3804683,3803400,3804683,1,3803400,3804683,Y,,3803400,3803399,3803400
4066,NC_000964.3,3805090,3806055,-,BSU37090,glpX,gene,,3805090,3806055,3805090,3806055,1,3805090,3806055,Y,,3805090,3805089,3805090
4067,NC_000964.3,3806086,3807375,-,BSU37100,murAB,gene,,3806086,3807375,3806086,3807375,1,3806086,3807375,Y,,3805090,3805089,3805090
4068,NC_000964.3,3807754,3808392,-,BSU37110,ywjH,gene,,3807754,3808392,3807754,3808392,1,3807754,3808392,Y,,3807754,3807753,3807705
4069,NC_000964.3,3808512,3809369,-,BSU37120,fbaA,gene,,3808512,3809369,3808512,3809369,1,3808512,3809369,Y,,3808512,3808511,3808462
4070,NC_000964.3,3809550,3809924,-,BSU37130,spo0F,gene,,3809550,3809924,3809550,3809924,1,3809550,3809924,Y,,3809550,3809549,3809550
4072,NC_000964.3,3810693,3812300,-,BSU37150,pyrG,gene,,3810693,3812300,3810693,3812300,1,3810693,3812300,Y,,3810693,3810692,3810648
4073,NC_000964.3,3812542,3813063,-,BSU37160,rpoE,gene,,3812542,3813063,3812542,3813063,1,3812542,3813063,Y,,3812542,3812541,3812408
4074,NC_000964.3,3813246,3814385,-,BSU37170,acdA,gene,,3813246,3814385,3813246,3814385,1,3813246,3814385,Y,,3813246,3813245,3813246
4075,NC_000964.3,3814382,3816499,-,BSU37180,fadF,gene,,3814382,3816499,3814382,3816499,1,3814382,3816499,Y,,3813246,3813245,3813246
4077,NC_000964.3,3816846,3817724,-,BSU_none_172,S1445,ncRNA,,3816846,3817724,3816846,3817724,1,3816846,3817724,Y,,3816846,3816845,3816846
4080,NC_000964.3,3819220,3819744,-,BSU37220,ywjB,gene,,3819220,3819744,3819220,3819744,1,3819220,3819744,Y,,3819220,3819219,3819220
4081,NC_000964.3,3819754,3821481,-,BSU37230,ywjA,gene,,3819754,3821481,3819754,3821481,1,3819754,3821481,Y,,3819220,3819219,3819220
4082,NC_000964.3,3821570,3823072,-,BSU37240,ywiE,gene,,3821570,3823072,3821570,3823072,1,3821570,3823072,Y,,3819220,3819219,3819220
4083,NC_000964.3,3823558,3824229,-,BSU37250,narI,gene,,3823558,3824229,3823558,3824229,1,3823558,3824229,Y,,3823558,3823557,3823558
4084,NC_000964.3,3824226,3824780,-,BSU37260,narJ,gene,,3824226,3824780,3824226,3824780,1,3824226,3824780,Y,,3823558,3823557,3823558
4085,NC_000964.3,3824806,3826269,-,BSU37270,narH,gene,,3824806,3826269,3824806,3826269,1,3824806,3826269,Y,,3823558,3823557,3823558
4086,NC_000964.3,3826259,3829945,-,BSU37280,narG,gene,,3826259,3829945,3826259,3829945,1,3826259,3829945,Y,,3823558,3823557,3823558
4087,NC_000964.3,3830141,3830617,-,BSU37290,arfM,gene,,3830141,3830617,3830141,3830617,1,3830141,3830617,Y,,3830141,3830140,3830141
4089,NC_000964.3,3831512,3832228,-,BSU37310,fnr,gene,,3831512,3832228,3831512,3832228,1,3831512,3832228,Y,,3831512,3831511,3831512
4090,NC_000964.3,3832327,3833514,-,BSU37320,narK,gene,,3832327,3833514,3832327,3833514,1,3832327,3833514,Y,,3831512,3831511,3831512
4091,NC_000964.3,3833650,3835320,-,BSU37330,argS,gene,,3833650,3835320,3833650,3835320,1,3833650,3835320,Y,,3833650,3833649,3833607
4092,NC_000964.3,3835317,3835745,-,BSU37340,ywiB,gene,,3835317,3835745,3835317,3835745,1,3835317,3835745,Y,,3833650,3833649,3833607
4102,NC_000964.3,3843001,3844377,-,BSU37440,ywhL,gene,,3843001,3844377,3843001,3844377,1,3843001,3844377,Y,,3843001,3843000,3843001
4103,NC_000964.3,3844416,3845771,-,BSU37450,ywhK,gene,,3844416,3845771,3844416,3845771,1,3844416,3845771,Y,,3843001,3843000,3843001
4107,NC_000964.3,3847853,3848725,-,BSU37490,speB,gene,,3847853,3848725,3847853,3848725,1,3847853,3848725,Y,,3847853,3847852,3847820
4108,NC_000964.3,3848786,3849616,-,BSU37500,speE,gene,,3848786,3849616,3848786,3849616,1,3848786,3849616,Y,,3847853,3847852,3847820
4110,NC_000964.3,3852186,3852704,-,BSU37520,ywhD,gene,,3852186,3852704,3852186,3852704,1,3852186,3852704,Y,,3852186,3852185,3852063
4111,NC_000964.3,3852718,3853377,-,BSU37530,ywhC,gene,,3852718,3853377,3852718,3853377,1,3852718,3853377,Y,,3852186,3852185,3852063
4113,NC_000964.3,3853717,3854136,-,BSU37550,ywhA,gene,,3853717,3854136,3853717,3854136,1,3853717,3854136,Y,,3853717,3853716,3853717
4114,NC_000964.3,3854256,3856172,-,BSU37560,thrZ,gene,,3854256,3856172,3854256,3856172,1,3854256,3856172,Y,,3854256,3854255,3854256
4115,NC_000964.3,3856732,3856994,-,BSU_none_173,S1455,ncRNA,,3856732,3856994,3856732,3856994,1,3856732,3856994,Y,,3856732,3856731,3856712
4116,NC_000964.3,3857017,3858417,-,BSU37570,mmr,gene,,3857017,3858417,3857017,3858417,1,3857017,3858417,Y,,3856732,3856731,3856712
4117,NC_000964.3,3858417,3858887,-,BSU37580,ywgB,gene,,3858417,3858887,3858417,3858887,1,3858417,3858887,Y,,3856732,3856731,3856712
4118,NC_000964.3,3858999,3859499,-,BSU37590,ywgA,gene,,3858999,3859499,3858999,3859499,1,3858999,3859499,Y,,3858999,3858998,3858956
4119,NC_000964.3,3859535,3860836,-,BSU37600,ywfO,gene,,3859535,3860836,3859535,3860836,1,3859535,3860836,Y,,3858999,3858998,3858956
4120,NC_000964.3,3860998,3861222,-,BSU37610,ywzC,gene,,3860998,3861222,3860998,3861222,1,3860998,3861222,Y,,3860998,3860997,3860953
4122,NC_000964.3,3862357,3863247,-,BSU37630,ywfM,gene,,3862357,3863247,3862357,3863247,1,3862357,3863247,Y,,3862357,3862356,3862357
4123,NC_000964.3,3863415,3864260,-,BSU37640,ywfL,gene,,3863415,3864260,3863415,3864260,1,3863415,3864260,Y,,3863415,3863414,3863415
4124,NC_000964.3,3864309,3865208,-,BSU37650,cysL,gene,,3864309,3865208,3864309,3865208,1,3864309,3865208,Y,,3863415,3863414,3863415
4125,NC_000964.3,3865355,3866326,-,BSU37660,eutD,gene,,3865355,3866326,3865355,3866326,1,3865355,3866326,Y,,3865355,3865354,3865309
4128,NC_000964.3,3868287,3869486,-,BSU37690,ywfG,gene,,3868287,3869486,3868287,3869486,1,3868287,3869486,Y,,3868287,3868286,3868287
4129,NC_000964.3,3869487,3870671,-,BSU37700,bacE,gene,,3869487,3870671,3869487,3870671,1,3869487,3870671,Y,,3868287,3868286,3868287
4130,NC_000964.3,3870668,3872086,-,BSU37710,bacD,gene,,3870668,3872086,3870668,3872086,1,3870668,3872086,Y,,3868287,3868286,3868287
4131,NC_000964.3,3872105,3872872,-,BSU37720,bacC,gene,,3872105,3872872,3872105,3872872,1,3872105,3872872,Y,,3868287,3868286,3868287
4132,NC_000964.3,3872869,3873576,-,BSU37730,bacB,gene,,3872869,3873576,3872869,3873576,1,3872869,3873576,Y,,3868287,3868286,3868287
4133,NC_000964.3,3873566,3874180,-,BSU37740,bacA,gene,,3873566,3874180,3873566,3874180,1,3873566,3874180,Y,,3868287,3868286,3868287
4135,NC_000964.3,3874332,3875570,-,BSU37750,ywfA,gene,,3874332,3875570,3874332,3875570,1,3874332,3875570,Y,,3874332,3874331,3874332
4136,NC_000964.3,3875780,3877192,-,BSU37760,rocC,gene,,3875780,3877192,3875780,3877192,1,3875780,3877192,Y,,3875780,3875779,3875780
4137,NC_000964.3,3877192,3878892,-,BSU37770,rocB,gene,,3877192,3878892,3877192,3878892,1,3877192,3878892,Y,,3875780,3875779,3875780
4138,NC_000964.3,3878966,3880513,-,BSU37780,rocA,gene,,3878966,3880513,3878966,3880513,1,3878966,3880513,Y,,3875780,3875779,3875780
4139,NC_000964.3,3880740,3882014,-,BSU37790,rocG,gene,,3880740,3882014,3880740,3882014,1,3880740,3882014,Y,,3880740,3880739,3880740
4140,NC_000964.3,3882191,3882655,-,BSU37800,yweA,gene,,3882191,3882655,3882191,3882655,1,3882191,3882655,Y,,3882191,3882190,3882191
4141,NC_000964.3,3882979,3883434,-,BSU37810,spsL,gene,,3882979,3883434,3882979,3883434,1,3882979,3883434,Y,,3882979,3882978,3882979
4142,NC_000964.3,3883427,3884278,-,BSU37820,spsK,gene,,3883427,3884278,3883427,3884278,1,3883427,3884278,Y,,3882979,3882978,3882979
4143,NC_000964.3,3884292,3885239,-,BSU37830,spsJ,gene,,3884292,3885239,3884292,3885239,1,3884292,3885239,Y,,3882979,3882978,3882979
4144,NC_000964.3,3885239,3885979,-,BSU37840,spsI,gene,,3885239,3885979,3885239,3885979,1,3885239,3885979,Y,,3882979,3882978,3882979
4145,NC_000964.3,3886004,3887023,-,BSU37850,spsG,gene,,3886004,3887023,3886004,3887023,1,3886004,3887023,Y,,3882979,3882978,3882979
4146,NC_000964.3,3887026,3887748,-,BSU37860,spsF,gene,,3887026,3887748,3887026,3887748,1,3887026,3887748,Y,,3882979,3882978,3882979
4147,NC_000964.3,3887741,3888862,-,BSU37870,spsE,gene,,3887741,3888862,3887741,3888862,1,3887741,3888862,Y,,3882979,3882978,3882979
4148,NC_000964.3,3888862,3889731,-,BSU37880,spsD,gene,,3888862,3889731,3888862,3889731,1,3888862,3889731,Y,,3882979,3882978,3882979
4149,NC_000964.3,3889732,3890901,-,BSU37890,spsC,gene,,3889732,3890901,3889732,3890901,1,3889732,3890901,Y,,3882979,3882978,3882979
4150,NC_000964.3,3890922,3892346,-,BSU37900,spsB,gene,,3890922,3892346,3890922,3892346,1,3890922,3892346,Y,,3882979,3882978,3882979
4151,NC_000964.3,3892351,3893121,-,BSU37910,spsA,gene,,3892351,3893121,3892351,3893121,1,3892351,3893121,Y,,3882979,3882978,3882979
4153,NC_000964.3,3894030,3894401,-,BSU37930,ywdK,gene,,3894030,3894401,3894030,3894401,1,3894030,3894401,Y,,3894030,3894029,3893986
4154,NC_000964.3,3894463,3895785,-,BSU37940,ywdJ,gene,,3894463,3895785,3894463,3895785,1,3894463,3895785,Y,,3894030,3894029,3893986
4155,NC_000964.3,3895805,3896161,-,BSU37950,ywdI,gene,,3895805,3896161,3895805,3896161,1,3895805,3896161,Y,,3894030,3894029,3893986
4157,NC_000964.3,3897685,3898362,-,BSU37970,ung,gene,,3897685,3898362,3897685,3898362,1,3897685,3898362,Y,,3897685,3897684,3897685
4158,NC_000964.3,3898376,3899182,-,BSU37980,ywdF,gene,,3898376,3899182,3898376,3899182,1,3898376,3899182,Y,,3897685,3897684,3897685
4159,NC_000964.3,3899272,3899805,-,BSU37990,ywdE,gene,,3899272,3899805,3899272,3899805,1,3899272,3899805,Y,,3897685,3897684,3897685
4160,NC_000964.3,3899853,3900488,-,BSU38000,ywdD,gene,,3899853,3900488,3899853,3900488,1,3899853,3900488,Y,,3897685,3897684,3897685
4161,NC_000964.3,3900481,3900819,-,BSU38018,ywzG,gene,,3900481,3900819,3900481,3900819,1,3900481,3900819,Y,,3897685,3897684,3897685
4163,NC_000964.3,3901868,3902116,-,BSU38030,ywdA,gene,,3901868,3902116,3901868,3902116,1,3901868,3902116,Y,,3901868,3901867,3901868
4164,NC_000964.3,3902210,3903649,-,BSU38040,sacA,gene,,3902210,3903649,3902210,3903649,1,3902210,3903649,Y,,3901868,3901867,3901868
4165,NC_000964.3,3903646,3905031,-,BSU38050,sacP,gene,,3903646,3905031,3903646,3905031,1,3903646,3905031,Y,,3901868,3901867,3901868
4167,NC_000964.3,3906142,3906972,-,BSU38070,sacT,gene,,3906142,3906972,3906142,3906972,1,3906142,3906972,Y,,3906142,3906141,3905055
4168,NC_000964.3,3907012,3907314,-,BSU38080,ywcI,gene,,3907012,3907314,3907012,3907314,1,3907012,3907314,Y,,3906142,3906141,3905055
4170,NC_000964.3,3910302,3911303,-,BSU38100,ywcH,gene,,3910302,3911303,3910302,3911303,1,3910302,3911303,Y,,3910302,3910301,3910302
4171,NC_000964.3,3911477,3912226,-,BSU38110,nfrA,gene,,3911477,3912226,3911477,3912226,1,3911477,3912226,Y,,3911477,3911476,3911477
4172,NC_000964.3,3912332,3913513,-,BSU38120,rodA,gene,,3912332,3913513,3912332,3913513,1,3912332,3913513,Y,,3912332,3912331,3912297
4174,NC_000964.3,3914315,3914689,-,BSU38140,qoxD,gene,,3914315,3914689,3914315,3914689,1,3914315,3914689,Y,,3914315,3914314,3914278
4175,NC_000964.3,3914691,3915305,-,BSU38150,qoxC,gene,,3914691,3915305,3914691,3915305,1,3914691,3915305,Y,,3914315,3914314,3914278
4176,NC_000964.3,3915319,3917268,-,BSU38160,qoxB,gene,,3915319,3917268,3915319,3917268,1,3915319,3917268,Y,,3914315,3914314,3914278
4177,NC_000964.3,3917296,3918261,-,BSU38170,qoxA,gene,,3917296,3918261,3917296,3918261,1,3917296,3918261,Y,,3914315,3914314,3914278
4179,NC_000964.3,3919093,3920634,-,BSU38190,galT,gene,,3919093,3920634,3919093,3920634,1,3919093,3920634,Y,,3919093,3919092,3919093
4180,NC_000964.3,3920638,3921810,-,BSU38200,galK,gene,,3920638,3921810,3920638,3921810,1,3920638,3921810,Y,,3919093,3919092,3919093
4181,NC_000964.3,3921891,3922274,-,BSU38210,ywcD,gene,,3921891,3922274,3921891,3922274,1,3921891,3922274,Y,,3919093,3919092,3919093
4182,NC_000964.3,3922292,3922963,-,BSU38220,ywcC,gene,,3922292,3922963,3922292,3922963,1,3922292,3922963,Y,,3919093,3919092,3919093
4186,NC_000964.3,3925797,3926399,-,BSU38250,ywbO,gene,,3925797,3926399,3925797,3926399,1,3925797,3926399,Y,,3925797,3925796,3925797
4187,NC_000964.3,3926682,3927932,-,BSU38260,efeN,gene,,3926682,3927932,3926682,3927932,1,3926682,3927932,Y,,3926682,3926681,3926462
4188,NC_000964.3,3927951,3929108,-,BSU38270,efeM,gene,,3927951,3929108,3927951,3929108,1,3927951,3929108,Y,,3926682,3926681,3926462
4189,NC_000964.3,3929105,3930550,-,BSU38280,efeU,gene,,3929105,3930550,3929105,3930550,1,3929105,3930550,Y,,3926682,3926681,3926462
4190,NC_000964.3,3930707,3931375,-,BSU38290,thiE,gene,,3930707,3931375,3930707,3931375,1,3930707,3931375,Y,,3930707,3930706,3930707
4191,NC_000964.3,3931372,3932190,-,BSU38300,thiM,gene,,3931372,3932190,3931372,3932190,1,3931372,3932190,Y,,3930707,3930706,3930707
